week,week_start,sku,demand
85,2026-02-09,BTH-006,36
86,2026-02-16,BTH-006,36
87,2026-02-23,BTH-006,34
88,2026-03-02,BTH-006,31
89,2026-03-09,BTH-006,30
90,2026-03-16,BTH-006,34
91,2026-03-23,BTH-006,30
92,2026-03-30,BTH-006,38
93,2026-04-06,BTH-006,39
94,2026-04-13,BTH-006,45
95,2026-04-20,BTH-006,38
96,2026-04-27,BTH-006,33
97,2026-05-04,BTH-006,32
98,2026-05-11,BTH-006,22
99,2026-05-18,BTH-006,33
100,2026-05-25,BTH-006,34
101,2026-06-01,BTH-006,39
102,2026-06-08,BTH-006,37
103,2026-06-15,BTH-006,37
104,2026-06-22,BTH-006,36
1,2024-07-01,BTH-007,32
2,2024-07-08,BTH-007,36
3,2024-07-15,BTH-007,25
4,2024-07-22,BTH-007,28
5,2024-07-29,BTH-007,25
6,2024-08-05,BTH-007,38
7,2024-08-12,BTH-007,37
8,2024-08-19,BTH-007,35
9,2024-08-26,BTH-007,27
10,2024-09-02,BTH-007,33
11,2024-09-09,BTH-007,31
12,2024-09-16,BTH-007,33
13,2024-09-23,BTH-007,32
14,2024-09-30,BTH-007,36
15,2024-10-07,BTH-007,32
16,2024-10-14,BTH-007,38
17,2024-10-21,BTH-007,36
18,2024-10-28,BTH-007,33
19,2024-11-04,BTH-007,35
20,2024-11-11,BTH-007,33
21,2024-11-18,BTH-007,40
22,2024-11-25,BTH-007,35
23,2024-12-02,BTH-007,38
24,2024-12-09,BTH-007,35
25,2024-12-16,BTH-007,29
26,2024-12-23,BTH-007,42
27,2024-12-30,BTH-007,32
28,2025-01-06,BTH-007,42
29,2025-01-13,BTH-007,41
30,2025-01-20,BTH-007,30
31,2025-01-27,BTH-007,34
32,2025-02-03,BTH-007,37
33,2025-02-10,BTH-007,35
34,2025-02-17,BTH-007,33
35,2025-02-24,BTH-007,45
36,2025-03-03,BTH-007,39
37,2025-03-10,BTH-007,43
38,2025-03-17,BTH-007,39
39,2025-03-24,BTH-007,43
40,2025-03-31,BTH-007,38
41,2025-04-07,BTH-007,42
42,2025-04-14,BTH-007,46
43,2025-04-21,BTH-007,43
44,2025-04-28,BTH-007,41
45,2025-05-05,BTH-007,37
46,2025-05-12,BTH-007,45
47,2025-05-19,BTH-007,46
48,2025-05-26,BTH-007,43
49,2025-06-02,BTH-007,40
50,2025-06-09,BTH-007,49
51,2025-06-16,BTH-007,61
52,2025-06-23,BTH-007,44
53,2025-06-30,BTH-007,48
54,2025-07-07,BTH-007,49
55,2025-07-14,BTH-007,30
56,2025-07-21,BTH-007,48
57,2025-07-28,BTH-007,43
58,2025-08-04,BTH-007,57
59,2025-08-11,BTH-007,47
60,2025-08-18,BTH-007,43
61,2025-08-25,BTH-007,47
62,2025-09-01,BTH-007,50
63,2025-09-08,BTH-007,46
64,2025-09-15,BTH-007,50
65,2025-09-22,BTH-007,41
66,2025-09-29,BTH-007,49
67,2025-10-06,BTH-007,56
68,2025-10-13,BTH-007,65
69,2025-10-20,BTH-007,57
70,2025-10-27,BTH-007,54
71,2025-11-03,BTH-007,61
72,2025-11-10,BTH-007,60
73,2025-11-17,BTH-007,65
74,2025-11-24,BTH-007,61
75,2025-12-01,BTH-007,53
76,2025-12-08,BTH-007,56
77,2025-12-15,BTH-007,56
78,2025-12-22,BTH-007,57
79,2025-12-29,BTH-007,56
80,2026-01-05,BTH-007,49
81,2026-01-12,BTH-007,39
82,2026-01-19,BTH-007,51
83,2026-01-26,BTH-007,40
84,2026-02-02,BTH-007,57
85,2026-02-09,BTH-007,57
86,2026-02-16,BTH-007,44
87,2026-02-23,BTH-007,63
88,2026-03-02,BTH-007,65
89,2026-03-09,BTH-007,59
90,2026-03-16,BTH-007,72
91,2026-03-23,BTH-007,74
92,2026-03-30,BTH-007,49
93,2026-04-06,BTH-007,68
94,2026-04-13,BTH-007,63
95,2026-04-20,BTH-007,64
96,2026-04-27,BTH-007,68
97,2026-05-04,BTH-007,55
98,2026-05-11,BTH-007,56
99,2026-05-18,BTH-007,54
100,2026-05-25,BTH-007,55
101,2026-06-01,BTH-007,61
102,2026-06-08,BTH-007,50
103,2026-06-15,BTH-007,53
104,2026-06-22,BTH-007,68
1,2024-07-01,BTH-008,4
2,2024-07-08,BTH-008,10
3,2024-07-15,BTH-008,4
4,2024-07-22,BTH-008,4
5,2024-07-29,BTH-008,10
6,2024-08-05,BTH-008,6
7,2024-08-12,BTH-008,8
8,2024-08-19,BTH-008,11
9,2024-08-26,BTH-008,6
10,2024-09-02,BTH-008,3
11,2024-09-09,BTH-008,8
12,2024-09-16,BTH-008,5
13,2024-09-23,BTH-008,8
14,2024-09-30,BTH-008,4
15,2024-10-07,BTH-008,6
16,2024-10-14,BTH-008,6
17,2024-10-21,BTH-008,6
18,2024-10-28,BTH-008,4
19,2024-11-04,BTH-008,6
20,2024-11-11,BTH-008,3
21,2024-11-18,BTH-008,6
22,2024-11-25,BTH-008,7
23,2024-12-02,BTH-008,9
24,2024-12-09,BTH-008,3
25,2024-12-16,BTH-008,5
26,2024-12-23,BTH-008,7
27,2024-12-30,BTH-008,8
28,2025-01-06,BTH-008,10
29,2025-01-13,BTH-008,8
30,2025-01-20,BTH-008,6
31,2025-01-27,BTH-008,4
32,2025-02-03,BTH-008,5
33,2025-02-10,BTH-008,4
34,2025-02-17,BTH-008,7
35,2025-02-24,BTH-008,8
36,2025-03-03,BTH-008,8
37,2025-03-10,BTH-008,3
38,2025-03-17,BTH-008,4
39,2025-03-24,BTH-008,7
40,2025-03-31,BTH-008,5
41,2025-04-07,BTH-008,4
42,2025-04-14,BTH-008,11
43,2025-04-21,BTH-008,4
44,2025-04-28,BTH-008,7
45,2025-05-05,BTH-008,12
46,2025-05-12,BTH-008,3
47,2025-05-19,BTH-008,4
48,2025-05-26,BTH-008,5
49,2025-06-02,BTH-008,6
50,2025-06-09,BTH-008,3
51,2025-06-16,BTH-008,4
52,2025-06-23,BTH-008,6
53,2025-06-30,BTH-008,7
54,2025-07-07,BTH-008,7
55,2025-07-14,BTH-008,7
56,2025-07-21,BTH-008,7
57,2025-07-28,BTH-008,7
58,2025-08-04,BTH-008,5
59,2025-08-11,BTH-008,5
60,2025-08-18,BTH-008,2
61,2025-08-25,BTH-008,5
62,2025-09-01,BTH-008,8
63,2025-09-08,BTH-008,6
64,2025-09-15,BTH-008,4
65,2025-09-22,BTH-008,4
66,2025-09-29,BTH-008,6
67,2025-10-06,BTH-008,4
68,2025-10-13,BTH-008,5
69,2025-10-20,BTH-008,11
70,2025-10-27,BTH-008,6
71,2025-11-03,BTH-008,8
72,2025-11-10,BTH-008,8
73,2025-11-17,BTH-008,4
74,2025-11-24,BTH-008,7
75,2025-12-01,BTH-008,9
76,2025-12-08,BTH-008,7
77,2025-12-15,BTH-008,6
78,2025-12-22,BTH-008,6
79,2025-12-29,BTH-008,8
80,2026-01-05,BTH-008,9
81,2026-01-12,BTH-008,3
82,2026-01-19,BTH-008,3
83,2026-01-26,BTH-008,7
84,2026-02-02,BTH-008,5
85,2026-02-09,BTH-008,5
86,2026-02-16,BTH-008,7
87,2026-02-23,BTH-008,4
88,2026-03-02,BTH-008,2
89,2026-03-09,BTH-008,3
90,2026-03-16,BTH-008,8
91,2026-03-23,BTH-008,7
92,2026-03-30,BTH-008,9
93,2026-04-06,BTH-008,5
94,2026-04-13,BTH-008,4
95,2026-04-20,BTH-008,3
96,2026-04-27,BTH-008,8
97,2026-05-04,BTH-008,8
98,2026-05-11,BTH-008,10
99,2026-05-18,BTH-008,6
100,2026-05-25,BTH-008,7
101,2026-06-01,BTH-008,3
102,2026-06-08,BTH-008,7
103,2026-06-15,BTH-008,6
104,2026-06-22,BTH-008,5
1,2024-07-01,BTH-009,37
2,2024-07-08,BTH-009,40
3,2024-07-15,BTH-009,23
4,2024-07-22,BTH-009,35
5,2024-07-29,BTH-009,57
6,2024-08-05,BTH-009,29
7,2024-08-12,BTH-009,27
8,2024-08-19,BTH-009,23
9,2024-08-26,BTH-009,15
10,2024-09-02,BTH-009,42
11,2024-09-09,BTH-009,31
12,2024-09-16,BTH-009,33
13,2024-09-23,BTH-009,49
14,2024-09-30,BTH-009,56
15,2024-10-07,BTH-009,21
16,2024-10-14,BTH-009,41
17,2024-10-21,BTH-009,36
18,2024-10-28,BTH-009,34
19,2024-11-04,BTH-009,35
20,2024-11-11,BTH-009,30
21,2024-11-18,BTH-009,46
22,2024-11-25,BTH-009,36
23,2024-12-02,BTH-009,34
24,2024-12-09,BTH-009,43
25,2024-12-16,BTH-009,39
26,2024-12-23,BTH-009,35
27,2024-12-30,BTH-009,33
28,2025-01-06,BTH-009,48
29,2025-01-13,BTH-009,35
30,2025-01-20,BTH-009,29
31,2025-01-27,BTH-009,21
32,2025-02-03,BTH-009,26
33,2025-02-10,BTH-009,19
34,2025-02-17,BTH-009,31
35,2025-02-24,BTH-009,33
36,2025-03-03,BTH-009,9
37,2025-03-10,BTH-009,30
38,2025-03-17,BTH-009,37
39,2025-03-24,BTH-009,32
40,2025-03-31,BTH-009,20
41,2025-04-07,BTH-009,43
42,2025-04-14,BTH-009,23
43,2025-04-21,BTH-009,17
44,2025-04-28,BTH-009,19
45,2025-05-05,BTH-009,30
46,2025-05-12,BTH-009,40
47,2025-05-19,BTH-009,42
48,2025-05-26,BTH-009,32
49,2025-06-02,BTH-009,18
50,2025-06-09,BTH-009,23
51,2025-06-16,BTH-009,21
52,2025-06-23,BTH-009,28
53,2025-06-30,BTH-009,12
54,2025-07-07,BTH-009,31
55,2025-07-14,BTH-009,37
56,2025-07-21,BTH-009,28
57,2025-07-28,BTH-009,35
58,2025-08-04,BTH-009,20
59,2025-08-11,BTH-009,15
60,2025-08-18,BTH-009,23
61,2025-08-25,BTH-009,42
62,2025-09-01,BTH-009,41
63,2025-09-08,BTH-009,25
64,2025-09-15,BTH-009,42
65,2025-09-22,BTH-009,27
66,2025-09-29,BTH-009,46
67,2025-10-06,BTH-009,35
68,2025-10-13,BTH-009,25
69,2025-10-20,BTH-009,38
70,2025-10-27,BTH-009,22
71,2025-11-03,BTH-009,20
72,2025-11-10,BTH-009,15
73,2025-11-17,BTH-009,33
74,2025-11-24,BTH-009,29
75,2025-12-01,BTH-009,29
76,2025-12-08,BTH-009,26
77,2025-12-15,BTH-009,45
78,2025-12-22,BTH-009,26
79,2025-12-29,BTH-009,23
80,2026-01-05,BTH-009,43
81,2026-01-12,BTH-009,45
82,2026-01-19,BTH-009,33
83,2026-01-26,BTH-009,12
84,2026-02-02,BTH-009,24
85,2026-02-09,BTH-009,36
86,2026-02-16,BTH-009,30
87,2026-02-23,BTH-009,46
88,2026-03-02,BTH-009,16
89,2026-03-09,BTH-009,37
90,2026-03-16,BTH-009,24
91,2026-03-23,BTH-009,44
92,2026-03-30,BTH-009,29
93,2026-04-06,BTH-009,41
94,2026-04-13,BTH-009,23
95,2026-04-20,BTH-009,15
96,2026-04-27,BTH-009,19
97,2026-05-04,BTH-009,24
98,2026-05-11,BTH-009,19
99,2026-05-18,BTH-009,42
100,2026-05-25,BTH-009,44
101,2026-06-01,BTH-009,33
102,2026-06-08,BTH-009,19
103,2026-06-15,BTH-009,29
104,2026-06-22,BTH-009,23
1,2024-07-01,BTH-010,47
2,2024-07-08,BTH-010,41
3,2024-07-15,BTH-010,43
4,2024-07-22,BTH-010,38
5,2024-07-29,BTH-010,29
6,2024-08-05,BTH-010,37
7,2024-08-12,BTH-010,35
8,2024-08-19,BTH-010,44
9,2024-08-26,BTH-010,43
10,2024-09-02,BTH-010,38
11,2024-09-09,BTH-010,41
12,2024-09-16,BTH-010,53
13,2024-09-23,BTH-010,38
14,2024-09-30,BTH-010,39
15,2024-10-07,BTH-010,44
16,2024-10-14,BTH-010,41
17,2024-10-21,BTH-010,43
18,2024-10-28,BTH-010,50
19,2024-11-04,BTH-010,58
20,2024-11-11,BTH-010,36
21,2024-11-18,BTH-010,48
22,2024-11-25,BTH-010,48
23,2024-12-02,BTH-010,48
24,2024-12-09,BTH-010,48
25,2024-12-16,BTH-010,47
26,2024-12-23,BTH-010,57
27,2024-12-30,BTH-010,47
28,2025-01-06,BTH-010,50
29,2025-01-13,BTH-010,51
30,2025-01-20,BTH-010,52
31,2025-01-27,BTH-010,51
32,2025-02-03,BTH-010,60
33,2025-02-10,BTH-010,53
34,2025-02-17,BTH-010,55
35,2025-02-24,BTH-010,53
36,2025-03-03,BTH-010,47
37,2025-03-10,BTH-010,48
38,2025-03-17,BTH-010,47
39,2025-03-24,BTH-010,57
40,2025-03-31,BTH-010,50
41,2025-04-07,BTH-010,48
42,2025-04-14,BTH-010,59
43,2025-04-21,BTH-010,62
44,2025-04-28,BTH-010,44
45,2025-05-05,BTH-010,72
46,2025-05-12,BTH-010,59
47,2025-05-19,BTH-010,58
48,2025-05-26,BTH-010,68
49,2025-06-02,BTH-010,61
50,2025-06-09,BTH-010,55
51,2025-06-16,BTH-010,80
52,2025-06-23,BTH-010,52
53,2025-06-30,BTH-010,61
54,2025-07-07,BTH-010,70
55,2025-07-14,BTH-010,53
56,2025-07-21,BTH-010,62
57,2025-07-28,BTH-010,67
58,2025-08-04,BTH-010,85
59,2025-08-11,BTH-010,56
60,2025-08-18,BTH-010,64
61,2025-08-25,BTH-010,71
62,2025-09-01,BTH-010,66
63,2025-09-08,BTH-010,55
64,2025-09-15,BTH-010,70
65,2025-09-22,BTH-010,68
66,2025-09-29,BTH-010,72
67,2025-10-06,BTH-010,79
68,2025-10-13,BTH-010,78
69,2025-10-20,BTH-010,73
70,2025-10-27,BTH-010,72
71,2025-11-03,BTH-010,59
72,2025-11-10,BTH-010,69
73,2025-11-17,BTH-010,73
74,2025-11-24,BTH-010,67
75,2025-12-01,BTH-010,72
76,2025-12-08,BTH-010,63
77,2025-12-15,BTH-010,88
78,2025-12-22,BTH-010,95
79,2025-12-29,BTH-010,69
80,2026-01-05,BTH-010,78
81,2026-01-12,BTH-010,72
82,2026-01-19,BTH-010,88
83,2026-01-26,BTH-010,79
84,2026-02-02,BTH-010,76
85,2026-02-09,BTH-010,73
86,2026-02-16,BTH-010,77
87,2026-02-23,BTH-010,66
88,2026-03-02,BTH-010,84
89,2026-03-09,BTH-010,70
90,2026-03-16,BTH-010,84
91,2026-03-23,BTH-010,80
92,2026-03-30,BTH-010,91
93,2026-04-06,BTH-010,79
94,2026-04-13,BTH-010,91
95,2026-04-20,BTH-010,70
96,2026-04-27,BTH-010,87
97,2026-05-04,BTH-010,78
98,2026-05-11,BTH-010,84
99,2026-05-18,BTH-010,83
100,2026-05-25,BTH-010,93
101,2026-06-01,BTH-010,59
102,2026-06-08,BTH-010,87
103,2026-06-15,BTH-010,66
104,2026-06-22,BTH-010,98
1,2024-07-01,BED-001,34
2,2024-07-08,BED-001,31
3,2024-07-15,BED-001,49
4,2024-07-22,BED-001,33
5,2024-07-29,BED-001,41
6,2024-08-05,BED-001,37
7,2024-08-12,BED-001,30
8,2024-08-19,BED-001,38
9,2024-08-26,BED-001,44
10,2024-09-02,BED-001,39
11,2024-09-09,BED-001,45
12,2024-09-16,BED-001,38
13,2024-09-23,BED-001,40
14,2024-09-30,BED-001,38
15,2024-10-07,BED-001,42
16,2024-10-14,BED-001,51
17,2024-10-21,BED-001,42
18,2024-10-28,BED-001,41
19,2024-11-04,BED-001,36
20,2024-11-11,BED-001,36
21,2024-11-18,BED-001,48
22,2024-11-25,BED-001,34
23,2024-12-02,BED-001,35
24,2024-12-09,BED-001,39
25,2024-12-16,BED-001,38
26,2024-12-23,BED-001,51
27,2024-12-30,BED-001,27
28,2025-01-06,BED-001,42
29,2025-01-13,BED-001,44
30,2025-01-20,BED-001,34
31,2025-01-27,BED-001,36
32,2025-02-03,BED-001,42
33,2025-02-10,BED-001,49
34,2025-02-17,BED-001,35
35,2025-02-24,BED-001,31
36,2025-03-03,BED-001,46
37,2025-03-10,BED-001,49
38,2025-03-17,BED-001,38
39,2025-03-24,BED-001,27
40,2025-03-31,BED-001,48
41,2025-04-07,BED-001,39
42,2025-04-14,BED-001,46
43,2025-04-21,BED-001,40
44,2025-04-28,BED-001,38
45,2025-05-05,BED-001,37
46,2025-05-12,BED-001,48
47,2025-05-19,BED-001,48
48,2025-05-26,BED-001,28
49,2025-06-02,BED-001,35
50,2025-06-09,BED-001,50
51,2025-06-16,BED-001,38
52,2025-06-23,BED-001,32
53,2025-06-30,BED-001,40
54,2025-07-07,BED-001,39
55,2025-07-14,BED-001,39
56,2025-07-21,BED-001,37
57,2025-07-28,BED-001,38
58,2025-08-04,BED-001,37
59,2025-08-11,BED-001,42
60,2025-08-18,BED-001,35
61,2025-08-25,BED-001,38
62,2025-09-01,BED-001,39
63,2025-09-08,BED-001,47
64,2025-09-15,BED-001,42
65,2025-09-22,BED-001,39
66,2025-09-29,BED-001,43
67,2025-10-06,BED-001,42
68,2025-10-13,BED-001,46
69,2025-10-20,BED-001,43
70,2025-10-27,BED-001,50
71,2025-11-03,BED-001,48
72,2025-11-10,BED-001,40
73,2025-11-17,BED-001,38
74,2025-11-24,BED-001,45
75,2025-12-01,BED-001,43
76,2025-12-08,BED-001,39
77,2025-12-15,BED-001,32
78,2025-12-22,BED-001,30
79,2025-12-29,BED-001,42
80,2026-01-05,BED-001,44
81,2026-01-12,BED-001,45
82,2026-01-19,BED-001,33
83,2026-01-26,BED-001,46
84,2026-02-02,BED-001,37
85,2026-02-09,BED-001,42
86,2026-02-16,BED-001,42
87,2026-02-23,BED-001,35
88,2026-03-02,BED-001,37
89,2026-03-09,BED-001,28
90,2026-03-16,BED-001,35
91,2026-03-23,BED-001,30
92,2026-03-30,BED-001,42
93,2026-04-06,BED-001,40
94,2026-04-13,BED-001,45
95,2026-04-20,BED-001,42
96,2026-04-27,BED-001,36
97,2026-05-04,BED-001,42
98,2026-05-11,BED-001,38
99,2026-05-18,BED-001,43
100,2026-05-25,BED-001,42
101,2026-06-01,BED-001,34
102,2026-06-08,BED-001,40
103,2026-06-15,BED-001,40
104,2026-06-22,BED-001,38
1,2024-07-01,BED-002,106
2,2024-07-08,BED-002,80
3,2024-07-15,BED-002,81
4,2024-07-22,BED-002,57
5,2024-07-29,BED-002,83
6,2024-08-05,BED-002,80
7,2024-08-12,BED-002,58
8,2024-08-19,BED-002,89
9,2024-08-26,BED-002,92
10,2024-09-02,BED-002,76
11,2024-09-09,BED-002,80
12,2024-09-16,BED-002,73
13,2024-09-23,BED-002,95
14,2024-09-30,BED-002,66
15,2024-10-07,BED-002,81
16,2024-10-14,BED-002,109
17,2024-10-21,BED-002,86
18,2024-10-28,BED-002,91
19,2024-11-04,BED-002,83
20,2024-11-11,BED-002,70
21,2024-11-18,BED-002,85
22,2024-11-25,BED-002,90
23,2024-12-02,BED-002,72
24,2024-12-09,BED-002,89
25,2024-12-16,BED-002,101
26,2024-12-23,BED-002,98
27,2024-12-30,BED-002,65
28,2025-01-06,BED-002,73
29,2025-01-13,BED-002,65
30,2025-01-20,BED-002,98
31,2025-01-27,BED-002,93
32,2025-02-03,BED-002,94
33,2025-02-10,BED-002,74
34,2025-02-17,BED-002,70
35,2025-02-24,BED-002,86
36,2025-03-03,BED-002,86
37,2025-03-10,BED-002,74
38,2025-03-17,BED-002,87
39,2025-03-24,BED-002,93
40,2025-03-31,BED-002,88
41,2025-04-07,BED-002,72
42,2025-04-14,BED-002,59
43,2025-04-21,BED-002,82
44,2025-04-28,BED-002,87
45,2025-05-05,BED-002,82
46,2025-05-12,BED-002,80
47,2025-05-19,BED-002,76
48,2025-05-26,BED-002,94
49,2025-06-02,BED-002,84
50,2025-06-09,BED-002,87
51,2025-06-16,BED-002,73
52,2025-06-23,BED-002,77
53,2025-06-30,BED-002,87
54,2025-07-07,BED-002,72
55,2025-07-14,BED-002,69
56,2025-07-21,BED-002,81
57,2025-07-28,BED-002,100
58,2025-08-04,BED-002,87
59,2025-08-11,BED-002,103
60,2025-08-18,BED-002,83
61,2025-08-25,BED-002,81
62,2025-09-01,BED-002,68
63,2025-09-08,BED-002,78
64,2025-09-15,BED-002,103
65,2025-09-22,BED-002,89
66,2025-09-29,BED-002,94
67,2025-10-06,BED-002,94
68,2025-10-13,BED-002,85
69,2025-10-20,BED-002,82
70,2025-10-27,BED-002,86
71,2025-11-03,BED-002,93
72,2025-11-10,BED-002,91
73,2025-11-17,BED-002,91
74,2025-11-24,BED-002,87
75,2025-12-01,BED-002,75
76,2025-12-08,BED-002,82
77,2025-12-15,BED-002,73
78,2025-12-22,BED-002,98
79,2025-12-29,BED-002,59
80,2026-01-05,BED-002,82
81,2026-01-12,BED-002,115
82,2026-01-19,BED-002,81
83,2026-01-26,BED-002,71
84,2026-02-02,BED-002,85
85,2026-02-09,BED-002,101
86,2026-02-16,BED-002,83
87,2026-02-23,BED-002,93
88,2026-03-02,BED-002,86
89,2026-03-09,BED-002,80
90,2026-03-16,BED-002,124
91,2026-03-23,BED-002,86
92,2026-03-30,BED-002,78
93,2026-04-06,BED-002,79
94,2026-04-13,BED-002,90
95,2026-04-20,BED-002,90
96,2026-04-27,BED-002,95
97,2026-05-04,BED-002,87
98,2026-05-11,BED-002,67
99,2026-05-18,BED-002,92
100,2026-05-25,BED-002,81
101,2026-06-01,BED-002,81
102,2026-06-08,BED-002,67
103,2026-06-15,BED-002,78
104,2026-06-22,BED-002,76
1,2024-07-01,BED-003,23
2,2024-07-08,BED-003,51
3,2024-07-15,BED-003,52
4,2024-07-22,BED-003,29
5,2024-07-29,BED-003,39
6,2024-08-05,BED-003,34
7,2024-08-12,BED-003,67
8,2024-08-19,BED-003,4
9,2024-08-26,BED-003,44
10,2024-09-02,BED-003,19
11,2024-09-09,BED-003,42
12,2024-09-16,BED-003,66
13,2024-09-23,BED-003,38
14,2024-09-30,BED-003,53
15,2024-10-07,BED-003,34
16,2024-10-14,BED-003,86
17,2024-10-21,BED-003,67
18,2024-10-28,BED-003,71
19,2024-11-04,BED-003,26
20,2024-11-11,BED-003,30
21,2024-11-18,BED-003,70
22,2024-11-25,BED-003,46
23,2024-12-02,BED-003,45
24,2024-12-09,BED-003,56
25,2024-12-16,BED-003,27
26,2024-12-23,BED-003,64
27,2024-12-30,BED-003,50
28,2025-01-06,BED-003,59
29,2025-01-13,BED-003,38
30,2025-01-20,BED-003,59
31,2025-01-27,BED-003,37
32,2025-02-03,BED-003,68
33,2025-02-10,BED-003,71
34,2025-02-17,BED-003,67
35,2025-02-24,BED-003,59
36,2025-03-03,BED-003,62
37,2025-03-10,BED-003,0
38,2025-03-17,BED-003,65
39,2025-03-24,BED-003,45
40,2025-03-31,BED-003,52
41,2025-04-07,BED-003,45
42,2025-04-14,BED-003,24
43,2025-04-21,BED-003,40
44,2025-04-28,BED-003,62
45,2025-05-05,BED-003,76
46,2025-05-12,BED-003,39
47,2025-05-19,BED-003,33
48,2025-05-26,BED-003,77
49,2025-06-02,BED-003,34
50,2025-06-09,BED-003,88
51,2025-06-16,BED-003,51
52,2025-06-23,BED-003,34
53,2025-06-30,BED-003,68
54,2025-07-07,BED-003,81
55,2025-07-14,BED-003,24
56,2025-07-21,BED-003,79
57,2025-07-28,BED-003,45
58,2025-08-04,BED-003,77
59,2025-08-11,BED-003,43
60,2025-08-18,BED-003,21
61,2025-08-25,BED-003,59
62,2025-09-01,BED-003,67
63,2025-09-08,BED-003,89
64,2025-09-15,BED-003,82
65,2025-09-22,BED-003,63
66,2025-09-29,BED-003,46
67,2025-10-06,BED-003,40
68,2025-10-13,BED-003,45
69,2025-10-20,BED-003,35
70,2025-10-27,BED-003,45
71,2025-11-03,BED-003,3
72,2025-11-10,BED-003,53
73,2025-11-17,BED-003,49
74,2025-11-24,BED-003,97
75,2025-12-01,BED-003,64
76,2025-12-08,BED-003,41
77,2025-12-15,BED-003,60
78,2025-12-22,BED-003,27
79,2025-12-29,BED-003,39
80,2026-01-05,BED-003,16
81,2026-01-12,BED-003,76
82,2026-01-19,BED-003,61
83,2026-01-26,BED-003,28
84,2026-02-02,BED-003,49
85,2026-02-09,BED-003,67
86,2026-02-16,BED-003,59
87,2026-02-23,BED-003,57
88,2026-03-02,BED-003,34
89,2026-03-09,BED-003,38
90,2026-03-16,BED-003,52
91,2026-03-23,BED-003,67
92,2026-03-30,BED-003,35
93,2026-04-06,BED-003,29
94,2026-04-13,BED-003,71
95,2026-04-20,BED-003,33
96,2026-04-27,BED-003,70
97,2026-05-04,BED-003,54
98,2026-05-11,BED-003,66
99,2026-05-18,BED-003,82
100,2026-05-25,BED-003,63
101,2026-06-01,BED-003,64
102,2026-06-08,BED-003,33
103,2026-06-15,BED-003,37
104,2026-06-22,BED-003,62
1,2024-07-01,BED-004,43
2,2024-07-08,BED-004,43
3,2024-07-15,BED-004,48
4,2024-07-22,BED-004,39
5,2024-07-29,BED-004,38
6,2024-08-05,BED-004,43
7,2024-08-12,BED-004,38
8,2024-08-19,BED-004,38
9,2024-08-26,BED-004,33
10,2024-09-02,BED-004,45
11,2024-09-09,BED-004,34
12,2024-09-16,BED-004,43
13,2024-09-23,BED-004,32
14,2024-09-30,BED-004,47
15,2024-10-07,BED-004,35
16,2024-10-14,BED-004,47
17,2024-10-21,BED-004,33
18,2024-10-28,BED-004,40
19,2024-11-04,BED-004,50
20,2024-11-11,BED-004,38
21,2024-11-18,BED-004,44
22,2024-11-25,BED-004,41
23,2024-12-02,BED-004,30
24,2024-12-09,BED-004,47
25,2024-12-16,BED-004,48
26,2024-12-23,BED-004,39
27,2024-12-30,BED-004,50
28,2025-01-06,BED-004,41
29,2025-01-13,BED-004,40
30,2025-01-20,BED-004,47
31,2025-01-27,BED-004,43
32,2025-02-03,BED-004,64
33,2025-02-10,BED-004,38
34,2025-02-17,BED-004,54
35,2025-02-24,BED-004,56
36,2025-03-03,BED-004,36
37,2025-03-10,BED-004,38
38,2025-03-17,BED-004,55
39,2025-03-24,BED-004,48
40,2025-03-31,BED-004,54
41,2025-04-07,BED-004,60
42,2025-04-14,BED-004,49
43,2025-04-21,BED-004,45
44,2025-04-28,BED-004,33
45,2025-05-05,BED-004,55
46,2025-05-12,BED-004,47
47,2025-05-19,BED-004,57
48,2025-05-26,BED-004,56
49,2025-06-02,BED-004,44
50,2025-06-09,BED-004,69
51,2025-06-16,BED-004,64
52,2025-06-23,BED-004,63
53,2025-06-30,BED-004,47
54,2025-07-07,BED-004,54
55,2025-07-14,BED-004,53
56,2025-07-21,BED-004,54
57,2025-07-28,BED-004,49
58,2025-08-04,BED-004,62
59,2025-08-11,BED-004,61
60,2025-08-18,BED-004,62
61,2025-08-25,BED-004,56
62,2025-09-01,BED-004,71
63,2025-09-08,BED-004,62
64,2025-09-15,BED-004,38
65,2025-09-22,BED-004,56
66,2025-09-29,BED-004,61
67,2025-10-06,BED-004,71
68,2025-10-13,BED-004,60
69,2025-10-20,BED-004,61
70,2025-10-27,BED-004,58
71,2025-11-03,BED-004,70
72,2025-11-10,BED-004,60
73,2025-11-17,BED-004,59
74,2025-11-24,BED-004,58
75,2025-12-01,BED-004,70
76,2025-12-08,BED-004,61
77,2025-12-15,BED-004,51
78,2025-12-22,BED-004,72
79,2025-12-29,BED-004,60
80,2026-01-05,BED-004,71
81,2026-01-12,BED-004,71
82,2026-01-19,BED-004,80
83,2026-01-26,BED-004,79
84,2026-02-02,BED-004,63
85,2026-02-09,BED-004,68
86,2026-02-16,BED-004,57
87,2026-02-23,BED-004,87
88,2026-03-02,BED-004,75
89,2026-03-09,BED-004,85
90,2026-03-16,BED-004,68
91,2026-03-23,BED-004,51
92,2026-03-30,BED-004,88
93,2026-04-06,BED-004,74
94,2026-04-13,BED-004,74
95,2026-04-20,BED-004,74
96,2026-04-27,BED-004,80
97,2026-05-04,BED-004,80
98,2026-05-11,BED-004,58
99,2026-05-18,BED-004,86
